event_date,actor1,assoc_actor_1,actor2,assoc_actor_2,fatalities,interaction,admin1,admin2,latitude,longitude,notes
2017-07-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.2097,35.1915,Tens of Israeli settlers threw rocks at Palestinian vehicles at the entrance of Sarra west of Nablus.
2017-07-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1784,35.2157,Israeli settlers also attacked Palestinian homes in Asira al-Qibliya in the Nablus district.
2017-07-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.0701,35.2403,"Israeli settlers closed road leading to to the village of Shufa near Tulkarem city, and also closed Route 60 at the entrance of the village of al-Lubban al-Sharqiya. Palestinians said Israelis opened fire on locals and also fired tear gas at Palestinian homes in the village."
2017-07-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,31.9763,35.2613,Israeli settlers gathered at the main road near the town of Silwad throwing rocks at Palestinian vehicles.
2017-07-23,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Tulkarm,32.2755,35.0814,"Israeli settlers closed road leading to to the village of Shufa near Tulkarem city, and also closed Route 60 at the entrance of the village of al-Lubban al-Sharqiya. Palestinians said Israelis opened fire on locals and also fired tear gas at Palestinian homes in the village."
2017-07-23,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0086,35.1288,"Overnight Saturday, Israeli settlers protested near Halamish as scores of Israeli settlers marched in multiple locations, many of them attacking Palestinians in the presence of Israeli forces, though no attacks were reported near Halamish specifically."
2017-07-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.4254,35.1957,A number of Israeli settlers attacked Palestinian locals from Khirbet Umm al-Kheir east of Yatta in the southern occupiedWest Bankby throwing rocks at them Saturday night.
2017-08-05,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.5294,35.0938,"A group of Israeli settlers injured four Palestinians in Hebron city overnight on Friday as they raided the Wadi al-Hassin neighborhood, located directly beside Israel's Kiryat Arba settlement."
2017-08-09,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Ramallah and Al Bireh,32.0089,35.1646,"On 9 August 2017, Jewish settlers Wednesday set fire to Palestinian-owned vehicles in the village of Umm Safa, northwest of Ramallah."
2017-08-11,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Al Quds,31.7684,35.2381,Four Palestinian children were injured with multiple wounds after they were run over by an Israeli settler in the occupied East Jerusalem neighborhood of Silwan early Thursday evening. Local sources told Ma'an that the settler fled the area after deliberately ramming into the children.
2017-08-17,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Ramallah and Al Bireh,32.0086,35.1308,"Land seizure: On 17 August 2017, Israeli settlers established the Neve Achi outpost (Ramallah and Al Bireh, West Bank) on Palestinian-owned land near Halamish settlement."
2017-08-18,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,A group of Israeli settlers from Kiryat Arba settlement in the southern occupied West Bank threw rocks at several Palestinian homes in Hebron city on Friday night -- the latest in a marked increase of settler attacks on Palestinians in the district.
2017-08-24,Settlers (Israel),Military Forces of Israel (2009-2021),Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.4254,35.1957,Settlers assaulted an elderly Palestinian man while razing the man's land. Israeli bulldozers razed lands in the village of Khirbet Umm al-Kheir in an ongoing effort to expand a nearby Karmiel settlement.
2017-08-26,Settlers (Israel),,Civilians (Palestine),,1.0,Political militia-Civilians,West Bank,Nablus,32.193,35.3713,A Palestinian died after an Israeli settler ran her over near Hamra checkpoint in Furush Beit Dajan.
2017-08-27,Settlers (Israel),,Civilians (Palestine),Muslim Group (Palestine),0.0,Political militia-Civilians,West Bank,Salfit,32.0837,35.1808,"Property destruction: On 27 August 2017, Israeli settlers bulldozed lands belonging to the Islamic Waqf in Izbet Abu Al Basal area to the west of Salfit city."
2017-08-29,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Bedouin Ethnic Group (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4254,35.1957,Israeli settlers raided the Bedouin community of Umm al-Kheir in the South Hebron Hills region of the occupiedWest Bankon Tuesday and attacked Palestinian homes with rocks and glass bottles.
2017-09-01,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Health Workers (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"On 1 September 2017, an Israeli settler ran over and injured 1 Palestinian child in Al Slaimyah neighborhood of Hebron city, near the Kiryat Arba settlement. It is not clear if the incident was intentional but as an ambulance arrived to take the child to the hospital. settlers hurled rocks at it."
2017-09-06,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.3086,35.19,"A group of Israeli settlers assaulted and wounded a Palestinian teenager near Homesh settlement in the northern occupied West Bank district of Nablus on Wednesday. The 16-year-old from the Burqa village, sustained wounds across his body after being assaulted by several settlers at the main road near the Homesh settlement."
2017-09-09,Settlers (Israel),,Civilians (Palestine),Women (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.5294,35.0938,A Palestinian woman was moderately injured and hospitalized Saturday evening after Israeli settlers occupying her home in Hebron's Old City in the occupied West Bank attacked her with stones.
2017-09-16,Military Forces of Israel (2009-2021),Settlers (Israel),Civilians (Palestine),,0.0,External/Other forces-Civilians,West Bank,Hebron,31.4254,35.1957,"On 16 September 2017, Israeli military forces and Israeli settlers attacked and injured 7 civilians, after beating them, in Umm Al Khayr in Masafir Yatta in Hebron district near the settlement Karmiel."
2017-09-26,Settlers (Israel),,Civilians (Palestine),Women (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.623,35.1371,A young Palestinian woman has reportedly sustained injuries after an Israeli settler ran her over in Al Arroub.
2017-10-05,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1845,35.2502,Several Israeli settlers set fire to hundreds of dunams of agricultural land in the eastern part of Burin village in the northern occupied West Bank district of Nablus on Wednesday.
2017-10-06,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.2512,35.2672,"A Palestinian man was allegedly critically injured in the predawn hours of Friday after being attacked by Israeli settlers in the northern occupiedWest Bank. The man was driving his private vehicle on the main Ramallah-Nablus road when Israeli settlers from the Shilo settlement threw rocks at his car, causing him to sustain serious headwoundsand fractures in his skull."
2017-10-10,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1522,35.2567,"Israeli settlers attacked on Tuesday night Palestinian commuters near the Hawwara checkpoint, south to the city of Nablus causing damage to several cars."
2017-10-11,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Al Quds,31.7767,35.2342,"Dozens of settlers late Wednesday and early Thursday attacked and caused a great damage to properties of Palestinian citizens in the Old City of Jerusalem. An Arab shop owner in Jerusalem's Old City was reportedly injured Wednesday night, the eve of the Simchat Torah holiday, when a group of Israeli Jews attacked him in the Muslim Quarter."
2017-10-15,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Muslim Group (Palestine),0.0,Rioters-Civilians,West Bank,Hebron,31.4127,35.1538,"On 15 October 2017, Israeli settlers attempted to burn a mosque in At Tuwani village (Hebron, West Bank)."
2017-10-21,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Bethlehem,31.6941,35.1669,"Israeli settlers assaulted on Friday a Palestinian farmer from the town of al-Khader, to the south of the city of Bethlehem in the occupied West Bank, while harvesting his olive crop causing him head and chest injuries."
2017-10-22,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.5294,35.0938,"Israeli settlers raided Palestinian properties in Hebron, threw rocks, broke the windows, and threatened residents. The settlers renewed demands to close the Youth Against Settlements headquarters in the area, accusing the movement of being the main instigator of the attacks on settlers."
2017-10-26,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.2173,35.3213,"Israeli settlers reportedly attacked Palestinians who were harvesting olives in the northern occupied West Bank district of Nablus on Thursday, injuring three Palestinians, including one woman."
2017-10-27,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.4459,35.0944,"Israeli settlers from Maon physically attacked a group of Palestinian olive pickers on Friday in Yatta, causing them cuts and bruises throughout their bodies."
2017-10-28,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Hebron,31.4254,35.1957,"Israeli settlers threw stones on Saturday at homes of Palestinians in the Masafer Yatta Bedouin community of Umm al-Khair, south of Hebron, causing panic and damage."
2017-10-30,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Hebron,31.4127,35.1538,Israeli ultra-orthodox settlers Monday opened fire against Palestinian farmers in Masafer Yatta intimidating and injuring a number of them while harvesting olives.
2017-11-03,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Tubas,32.3209,35.3699,"Israeli settlers Friday attacked a Palestinian farmer while he was tending his land in Sakout area, in the northern Jordan Valley."
2017-11-04,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Salfit,32.1048,35.1745,"Property destruction: On 4 November 2017, Israeli settlers bulldozed private Palestinian land near Ariel settlement, to expand the industrial area of the settlement."
2017-11-08,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Labor Group (Palestine),0.0,Rioters-Civilians,West Bank,Bethlehem,31.701,35.112,"On 8 November 2017, two Israeli settler teens attacked and threw stones at an Arabic speaking bus driver in the settlement of Baytar Illit (Bethlehem, West Bank). The teens were arrested for questioning shortly after."
2017-11-10,Settlers (Israel),,Civilians (Palestine),Farmers (Palestine),0.0,Political militia-Civilians,West Bank,Nablus,32.1935,35.2828,Israeli settlers Wednesday assaulted Palestinian farmers while they were harvesting olives in the village of Kufr Qalil to the south of Nablus in the occupiedWest Bank. No injuries were reported.
2017-11-11,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.5294,35.0938,"A mentally disabled Palestinian teenager Saturday sustained bruises after being attacked by an Israeli settler in central Hebron city. The settler attacked a 15-year-old boy with the butt of his rifle, causing him bruises throughout his body. He was taken to hospital for medical treatment."
2017-11-13,Rioters (Israel),Settlers (Israel),Civilians (Palestine),Farmers (Palestine),0.0,Rioters-Civilians,West Bank,Nablus,32.1935,35.2828,"Settlers attacked farmers tending their land in Kufr Qalil village, to the south of Nablus near the checkpoint. Noinjurieswere reported."
2017-11-13,Rioters (Israel),Settlers (Israel),Civilians (Palestine),,0.0,Rioters-Civilians,West Bank,Nablus,32.1522,35.2567,"Israeli settlers Monday attacked Palestinian vehicles passing near Huwwara Israeli military checkpoint with stones, injuring two people."
2017-11-17,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.5853,35.1988,"Land seizure: On 17 November 2017, Israeli settlers established the Pnei Kedem Farm outpost on Palestinian-owned land near Pnei Kedem settlement (Hebron, West Bank)."
2017-11-17,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Hebron,31.553,35.1018,"On 17 November 2017, Israeli settlers attacked a number of Palestinians homes with rocks and pepper-sprayed two children, causing them severe suffering from tear gas inhalation (in Khirbat Nasara)."
2017-11-30,Settlers (Israel),,Civilians (Palestine),,0.0,Political militia-Civilians,West Bank,Nablus,32.1784,35.2157,"At least eight Palestinians were injured on Thursday after Israeli settlers threw rocks at them near the village of Asira al-Qibliya, south of Nablus in the northern West Bank."
